name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2016-04-06T15:00:00,49.9,46.1,47,89.62,0.017,100,rain,0,0,19.7,9.4,215,999.7,100,8.1,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T16:00:00,48.8,43.7,45,86.51,0,0,,0,0,24.2,12.9,263,999.5,100,6.3,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T17:00:00,48.7,43.4,43.2,81.13,0,0,,0,0,20.8,13.5,270,999.6,100,8.4,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T18:00:00,47.1,42.4,43.2,86.11,0.037,100,rain,0,0,,10,262,999.7,100,2.4,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T19:00:00,46.2,41.7,43.2,89.12,0.069,100,rain,0,0,,9,266,999.7,100,5.1,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T20:00:00,46.2,42,43.1,88.78,0.014,100,rain,0,0,,8.3,282,999.3,100,6.3,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T21:00:00,46.9,41.1,43.2,86.79,0.01,100,rain,0,0,,13.4,300,1000.1,100,5.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T22:00:00,46.8,42.5,43,86.55,0.001,100,rain,0,0,,9,311,1000.4,100,3.7,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T23:00:00,46,41.4,41,82.68,0,0,,0,0,,9.1,300,1000.4,100,8.2,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T00:00:00,44.9,39,39.7,81.97,0,0,,0,0,,11.7,291,1000.4,100,7.1,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T01:00:00,43.6,37.1,37.2,77.89,0,0,,0,0,24.2,13,321,1000.8,100,7.2,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T02:00:00,40.9,35,35.8,81.92,0.01,100,rain,0,0,,9.4,319,1000.9,100,7.2,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T03:00:00,39.7,31.9,34.1,79.96,0,0,,0,0,,13.8,301,1001,100,8.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T04:00:00,39.6,32.5,32.2,74.38,0,0,,0,0,,11.6,310,1001.1,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T05:00:00,38.8,29.8,32,76.29,0,0,,0,0,22,16.7,300,1001.5,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T06:00:00,37.8,28.8,31,76.14,0.002,100,rain,0,0,27.7,15.8,310,1002,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T07:00:00,37,28.2,31,78.7,0,0,,0,0,,14.5,320,1002.6,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T08:00:00,36.9,28.5,32,82.38,0.001,100,rain,0,0,,13.1,294,1003.2,100,6.8,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T09:00:00,37.1,27.2,30.1,75.43,0.011,100,rain,0,0,,18,321,1004,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T10:00:00,36.2,25.7,30.1,78.16,0.005,100,rain,0,0,26.4,19.2,321,1004.6,99.5,7.2,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T11:00:00,39.6,31.4,30.2,68.74,0,0,,0,0,,14.8,321,1005.1,90.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T12:00:00,38.8,28.7,28.4,65.82,0,0,,0,0,29.2,21,312,1005.5,90.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T13:00:00,39.6,33.2,29,65.56,0,0,,0,0,18.3,9.8,7,1005.8,100,8.3,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T14:00:00,39.5,30.1,28.2,63.63,0,0,,0,0,25.5,19.2,331,1007,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T15:00:00,41.6,34.3,28.2,58.71,0,0,,0,0,23.2,13.8,323,1007.4,100,9.8,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T16:00:00,40.7,32.6,28.1,60.52,0,0,,0,0,24.5,15.4,323,1008.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T17:00:00,40.8,32.3,26.4,56.17,0,0,,0,0,20.8,16.9,332,1009.2,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T18:00:00,40.8,33,27.2,58,0,0,,0,0,,14.6,323,1009.9,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T19:00:00,40.8,33.7,26.5,56.35,0,0,,0,0,,12.5,320,1010.5,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T20:00:00,40.8,33.6,27.1,57.99,0,0,,0,0,,12.6,319,1011.2,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T21:00:00,40.8,32.7,26.2,55.81,0,0,,0,0,,15.2,312,1012,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T22:00:00,40.8,34.4,25.1,53.42,0,0,,0,0,,10.5,322,1012,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-07T23:00:00,40.7,34.8,24.3,51.6,0,0,,0,0,,9.4,338,1011.9,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T00:00:00,39.6,32.6,22,49.02,0,0,,0,0,,11.2,331,1011.7,89.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T01:00:00,38.6,32.3,23.2,53.43,0,0,,0,0,,9.2,300,1011.7,89.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T02:00:00,37.1,32.3,22,54.11,0,0,,0,0,,5.9,304,1011.3,89.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T03:00:00,36.9,32.1,25.1,62.13,0,0,,0,0,,5.9,250,1010.7,95.1,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T04:00:00,35.7,30.2,26.2,67.98,0,0,,0,0,,6.7,242,1010.3,50.9,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T05:00:00,34.9,30.9,27,72.55,0,0,,0,0,,4.6,252,1010.1,89.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T06:00:00,36.8,31,28.3,71.05,0,0,,0,0,,7.4,244,1009.8,89.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T07:00:00,36.9,33.2,29.1,73.2,0,0,,0,0,,4.5,241,1009.7,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T08:00:00,37.8,30.4,30.9,75.79,0,0,,0,0,,11.2,243,1009.7,100,8.5,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T09:00:00,37.5,33,31,77.18,0.009,100,rain,0.05,0.05,,5.7,237,1009.2,100,6.2,,,,,"Rain, Overcast",snow,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T10:00:00,37,31.4,33.3,86.24,0.015,100,rain,0.05,0.1,,7.3,251,1009.2,100,6.6,,,,,"Rain, Overcast",snow,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T11:00:00,41,33.6,34.1,76.37,0,0,rain,0,0.15,,13.2,282,1009.1,100,9.8,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T12:00:00,39.5,29.5,34,80.27,0.036,100,rain,0.05,0.2,27.7,21.8,310,1009.6,100,9.9,,,,,"Rain, Overcast",snow,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T13:00:00,42.8,35.1,31.8,64.82,0,0,rain,0,0.25,27.1,16.3,321,1009.3,90.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T14:00:00,37.7,29.1,30.2,74.18,0,0,rain,0.05,0.3,26.4,14.4,299,1009.7,100,8.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T15:00:00,41.4,31.6,27.3,56.88,0.01,100,rain,0,0.34,32.5,23.5,293,1009.8,90.4,9.1,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T16:00:00,39.9,30.9,26.1,57.56,0,0,rain,0.05,0.39,36.2,17.4,308,1010.3,90.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T17:00:00,39.5,29.5,20.7,46.55,0,0,rain,0.05,0.44,31.8,21.4,285,1010.7,90.4,8.7,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T18:00:00,37.8,29.7,21,50.46,0,0,rain,0.05,0.49,35.7,13,301,1010.9,90.4,9.8,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T19:00:00,37.8,28.8,17.1,42.66,0,0,rain,0.05,0.54,32.9,15.8,319,1011.7,85.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T20:00:00,36.8,26,13.5,37.93,0,0,rain,0.05,0.59,28.8,20.9,341,1012.4,50,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T21:00:00,33.8,23.1,20.1,56.8,0,0,"rain,snow",0.05,0.64,32,17.4,330,1013.7,50,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T22:00:00,33,21.4,20.3,59.22,0,0,"rain,snow",0.05,0.69,29,19.7,303,1014.4,89.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-08T23:00:00,29.9,19.9,26.1,85.4,0,0,"rain,snow",0.05,0.74,31.1,12.7,330,1015.4,100,1.5,,,,,Overcast,cloudy,"72534014819,72212604879,KMDW"
chicago,2016-04-09T00:00:00,30.7,18.3,23.7,75.07,0.006,100,"rain,snow",0.05,0.79,29.6,19.9,342,1016.7,100,2.7,,,,,"Snow, Rain, Overcast",snow,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T01:00:00,28.7,15.8,17.8,63.3,0,0,"rain,snow",0.05,0.84,38.1,19.6,342,1017.9,48.9,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T02:00:00,26.8,12.2,15.4,61.76,0,0,snow,0.05,0.89,33.1,23.1,341,1019,28.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T03:00:00,26,13.9,15.3,63.54,0,0,snow,0.05,0.94,33.4,14.8,331,1019.5,29.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T04:00:00,25.8,12.8,15.1,63.24,0,0,snow,0.05,0.98,25.3,17.4,331,1020.4,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T05:00:00,24.8,13.1,12.1,57.78,0,0,snow,0.05,1.03,23,13.5,339,1021.3,24.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T06:00:00,24.1,11.5,11.9,59.37,0,0,snow,0.05,1.08,21.9,14.9,331,1022.6,27.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,KMDW,72530094846"
chicago,2016-04-09T07:00:00,24.1,11.5,11.2,57.33,0,0,snow,0.05,1.13,23,14.8,331,1023.6,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T08:00:00,26,15.5,10.4,51.14,0,0,snow,0.05,1.18,24.2,11.5,341,1024.4,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T09:00:00,28,17.9,10.4,47.04,0,0,,0,1.13,24.2,11.8,349,1025.1,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T10:00:00,30,19.1,9.4,41.53,0,0,,0,1.08,24.9,14.6,349,1025.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T11:00:00,31.9,23.1,10.3,40.04,0,0,,0,1.03,,11.1,354,1026.5,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T12:00:00,33.9,26,10.4,37.07,0,0,,0,0.98,,10.2,353,1026.3,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T13:00:00,35,29.7,9.4,33.94,0,0,,0,0.94,,6.2,26,1025.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T14:00:00,35.7,35.7,10.8,35.11,0,0,,0,0.89,,0.1,1,1025.2,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T15:00:00,37.1,30.2,13.6,37.6,0,0,,0,0.84,,9.7,88,1024.9,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T16:00:00,35.9,28,14.2,40.53,0,0,,0,0.79,,11.4,90,1024.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T17:00:00,35.1,27.9,14.2,41.71,0,0,,0,0.74,24.2,9.4,94,1024.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T18:00:00,34.1,24.7,13.1,41.59,0,0,,0,0.69,,13.7,82,1024.3,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T19:00:00,33.9,24.5,14.2,43.9,0,0,,0,0.64,,13.7,101,1024,48.9,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T20:00:00,32.9,23.6,15.3,47.88,0,0,,0,0.59,,12.9,112,1023.6,52.7,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T21:00:00,33.8,24.7,16.2,47.96,0,0,,0,0.54,,12.9,112,1023.4,87,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T22:00:00,33.8,24.8,15.5,46.54,0,0,,0,0.49,,12.5,131,1022.9,88.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-09T23:00:00,33.8,25.3,14.4,44.38,0,0,,0,0.44,,11.5,141,1022.1,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
